time_seconds,frame_number,people_in_frame,bicycles_in_frame,vehicles_in_frame,total_in_frame,total_people_counted,total_bicycles_counted,total_vehicles_counted,total_objects_counted,newly_counted_this_frame,detected_objects,total_detections
11.8118,354,0,0,0,0,1,0,0,1,0,[],0
11.845166666666668,355,0,0,0,0,1,0,0,1,0,[],0
11.878533333333333,356,0,0,0,0,1,0,0,1,0,[],0
11.911900000000001,357,0,0,0,0,1,0,0,1,0,[],0
11.945266666666667,358,0,0,0,0,1,0,0,1,0,[],0
11.978633333333333,359,0,0,0,0,1,0,0,1,0,[],0
12.012,360,0,0,0,0,1,0,0,1,0,[],0
12.045366666666666,361,0,0,0,0,1,0,0,1,0,[],0
12.078733333333334,362,0,0,0,0,1,0,0,1,0,[],0
12.1121,363,0,0,0,0,1,0,0,1,0,[],0
12.145466666666668,364,0,0,0,0,1,0,0,1,0,[],0
12.178833333333333,365,0,0,0,0,1,0,0,1,0,[],0
12.212200000000001,366,0,0,0,0,1,0,0,1,0,[],0
12.245566666666667,367,0,0,0,0,1,0,0,1,0,[],0
12.278933333333333,368,0,0,0,0,1,0,0,1,0,[],0
12.3123,369,0,0,0,0,1,0,0,1,0,[],0
12.345666666666666,370,0,0,0,0,1,0,0,1,0,[],0
12.379033333333334,371,0,0,0,0,1,0,0,1,0,[],0
12.4124,372,0,0,0,0,1,0,0,1,0,[],0
12.445766666666668,373,0,0,0,0,1,0,0,1,0,[],0
12.479133333333333,374,0,0,0,0,1,0,0,1,0,[],0
12.512500000000001,375,0,0,0,0,1,0,0,1,0,[],0
12.545866666666667,376,0,0,0,0,1,0,0,1,0,[],0
12.579233333333333,377,0,0,0,0,1,0,0,1,0,[],0
12.6126,378,0,0,0,0,1,0,0,1,0,[],0
12.645966666666666,379,0,0,0,0,1,0,0,1,0,[],0
12.679333333333334,380,0,0,0,0,1,0,0,1,0,[],0
12.7127,381,0,0,0,0,1,0,0,1,0,[],0
